55.2
57.7
61.6
61.7
56.5
46.6
41.9
34.4
38
38
36.8
43.5
49.1
37.8
38.6
47.1
46.6
57.3
44.5
48.1
41.3
37
39.9
40.7
37.8
44.1
39.2
45.8
44.1
50.5
41.4
35.8
36.6
35
26.7
43.6
48.5
44.8
57.4
60.8
58.9
47.7
38.3
49.5
53.9
58.9
57.3
55.5
39.8
50.7
54.8
57.3
50.1
65
59.7
38.1
45
46.8
48.6
49.2
61.2
44
49.6
53.3
50.9
50.1
46
49.1
44.6
43.1
35
40.1
38.5
42.9
53.4
57.8
48.5
37.5
40.9
49
56.9
